                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.7957,                 5.3912,                 4.6981,                0.00013,                0.03448,                  9e-05,                  3e-05,                  2.528,                 5.2769,                 4.1592,                  6e-05,                  6e-05,                  6e-05
